city_town,count,hostpialized,deaths,fully_vaccinated,date
East Providence,4366,333,173,,2021-01-27
Exeter,393,25,6,,2021-01-27
Foster,350,11,<5,,2021-01-27
Glocester,600,24,5,,2021-01-27
Hopkinton,414,25,<5,,2021-01-27
Jamestown,263,9,<5,,2021-01-27
Johnston,3628,248,138,,2021-01-27
Lincoln,2056,165,64,,2021-01-27
Little Compton,133,<5,<5,,2021-01-27
Middletown,789,38,<5,,2021-01-27
Narragansett,1032,32,<5,,2021-01-27
New Shoreham,45,0,0,,2021-01-27
Newport,1260,57,<5,,2021-01-27
North Kingstown,1728,108,68,,2021-01-27
North Providence,3689,281,105,,2021-01-27
North Smithfield,1041,67,51,,2021-01-27
Pawtucket,8872,548,90,,2021-01-27
Pending further information,4868,274,6,,2021-01-27
Portsmouth,925,16,<5,,2021-01-27
Providence,24832,1812,440,,2021-01-27
Richmond,242,16,0,,2021-01-27
Scituate,660,27,<5,,2021-01-27
Smithfield,2154,183,112,,2021-01-27
South Kingstown,831,44,31,,2021-01-27
TOTAL,106914,6765,2101,,2021-01-27
Tiverton,966,12,7,,2021-01-27
Warren,945,58,35,,2021-01-27
Warwick,6434,403,140,,2021-01-27
West Greenwich,402,12,<5,,2021-01-27
West Warwick,2472,143,37,,2021-01-27
Westerly,1248,70,25,,2021-01-27
Woonsocket,3963,317,169,,2021-01-27
Barrington,1008,59,12,,2021-02-03
Bristol,1904,97,62,,2021-02-03
Burrillville,1508,55,51,,2021-02-03
Central Falls,3880,212,24,,2021-02-03
Charlestown,413,19,<5,,2021-02-03
Coventry,3076,175,64,,2021-02-03
Cranston,10147,604,92,,2021-02-03
Cumberland,3154,204,73,,2021-02-03
East Greenwich,1347,60,11,,2021-02-03
East Providence,4538,343,178,,2021-02-03
Exeter,407,25,7,,2021-02-03
Foster,362,11,<5,,2021-02-03
Glocester,637,26,5,,2021-02-03
Hopkinton,439,25,<5,,2021-02-03
Jamestown,269,9,<5,,2021-02-03
Johnston,3737,251,144,,2021-02-03
Lincoln,2141,167,64,,2021-02-03
Little Compton,137,<5,<5,,2021-02-03
Middletown,869,46,5,,2021-02-03
Narragansett,1081,35,<5,,2021-02-03
New Shoreham,45,0,0,,2021-02-03
Newport,1373,61,<5,,2021-02-03
North Kingstown,1801,111,69,,2021-02-03
North Providence,3795,284,106,,2021-02-03
North Smithfield,1105,68,52,,2021-02-03
Pawtucket,9155,570,95,,2021-02-03
Pending further information,4789,279,6,,2021-02-03
Portsmouth,966,17,<5,,2021-02-03
Providence,25459,1854,451,,2021-02-03
Richmond,260,16,0,,2021-02-03
Scituate,693,29,<5,,2021-02-03
Smithfield,2262,186,116,,2021-02-03
South Kingstown,988,49,31,,2021-02-03
TOTAL,110931,7021,2173,,2021-02-03
Tiverton,1017,12,7,,2021-02-03
Warren,978,65,40,,2021-02-03
Warwick,6699,418,142,,2021-02-03
West Greenwich,427,13,<5,,2021-02-03
West Warwick,2580,149,38,,2021-02-03
Westerly,1331,79,27,,2021-02-03
Woonsocket,4154,336,178,,2021-02-03
Barrington,1028,59,12,,2021-02-10
Bristol,1983,101,63,,2021-02-10
Burrillville,1573,57,56,,2021-02-10
Central Falls,3929,212,24,,2021-02-10
Charlestown,433,21,<5,,2021-02-10
Coventry,3191,182,66,,2021-02-10
Cranston,10411,614,94,,2021-02-10
Cumberland,3261,205,74,,2021-02-10
East Greenwich,1380,63,17,,2021-02-10
East Providence,4666,346,181,,2021-02-10
Exeter,426,25,7,,2021-02-10
Foster,383,12,<5,,2021-02-10
Glocester,666,26,5,,2021-02-10
Hopkinton,457,25,<5,,2021-02-10
Jamestown,275,10,<5,,2021-02-10
Johnston,3848,255,147,,2021-02-10
Lincoln,2213,169,65,,2021-02-10
Little Compton,140,<5,<5,,2021-02-10
Middletown,923,47,5,,2021-02-10
Narragansett,1113,36,<5,,2021-02-10
New Shoreham,45,0,0,,2021-02-10
Newport,1456,62,5,,2021-02-10
North Kingstown,1846,111,69,,2021-02-10
North Providence,3899,289,108,,2021-02-10
North Smithfield,1146,72,54,,2021-02-10
Pawtucket,9381,577,99,,2021-02-10
Pending further information,4787,278,6,,2021-02-10
Portsmouth,996,18,<5,,2021-02-10
Providence,25968,1876,459,,2021-02-10
Richmond,269,16,0,,2021-02-10
Scituate,719,30,<5,,2021-02-10
Smithfield,2331,186,118,,2021-02-10
South Kingstown,1044,50,31,,2021-02-10
TOTAL,113907,7136,2236,,2021-02-10
Tiverton,1061,12,7,,2021-02-10
Warren,1008,66,42,,2021-02-10
Warwick,6882,429,150,,2021-02-10
West Greenwich,436,15,<5,,2021-02-10
West Warwick,2653,152,38,,2021-02-10
Westerly,1409,86,28,,2021-02-10
Woonsocket,4272,344,187,,2021-02-10
Barrington,1060,64,13,,2021-02-17
Bristol,2025,107,66,,2021-02-17
Burrillville,1600,59,61,,2021-02-17
Central Falls,3968,215,25,,2021-02-17
Charlestown,444,21,<5,,2021-02-17
Coventry,3281,200,73,,2021-02-17
Cranston,10634,643,100,,2021-02-17
Cumberland,3371,209,75,,2021-02-17
East Greenwich,1419,71,21,,2021-02-17
East Providence,4758,359,182,,2021-02-17
Exeter,444,26,7,,2021-02-17
Foster,399,14,<5,,2021-02-17
Glocester,680,27,5,,2021-02-17
Hopkinton,483,29,<5,,2021-02-17
Jamestown,288,10,<5,,2021-02-17
Johnston,3924,266,153,,2021-02-17
Lincoln,2256,172,71,,2021-02-17
Little Compton,143,<5,<5,,2021-02-17
Middletown,954,54,6,,2021-02-17
Narragansett,1179,37,<5,,2021-02-17
New Shoreham,45,0,0,,2021-02-17
Newport,1514,63,8,,2021-02-17
North Kingstown,1910,115,73,,2021-02-17
North Providence,3994,297,112,,2021-02-17
North Smithfield,1181,76,57,,2021-02-17
Pawtucket,9572,596,102,,2021-02-17
Pending further information,4716,272,6,,2021-02-17
Portsmouth,1017,18,<5,,2021-02-17
Providence,26423,1926,476,,2021-02-17
Richmond,280,17,0,,2021-02-17
Scituate,747,33,<5,,2021-02-17
Smithfield,2380,189,119,,2021-02-17
South Kingstown,1095,52,31,,2021-02-17
TOTAL,116351,7386,2334,,2021-02-17
Tiverton,1099,12,8,,2021-02-17
Warren,1030,69,44,,2021-02-17
Warwick,7035,445,157,,2021-02-17
West Greenwich,443,16,<5,,2021-02-17
West Warwick,2718,160,39,,2021-02-17
Westerly,1465,90,31,,2021-02-17
Woonsocket,4377,355,190,,2021-02-17
Barrington,1084,66,14,,2021-02-24
Bristol,2039,108,70,,2021-02-24
Burrillville,1644,60,62,,2021-02-24
Central Falls,4014,218,26,,2021-02-24
Charlestown,461,23,<5,,2021-02-24
Coventry,3344,205,82,,2021-02-24
Cranston,10818,659,128,,2021-02-24
Cumberland,3432,211,76,,2021-02-24
East Greenwich,1456,72,24,,2021-02-24
East Providence,4818,367,189,,2021-02-24
Exeter,446,28,7,,2021-02-24
Foster,403,14,5,,2021-02-24
Glocester,696,27,7,,2021-02-24
Hopkinton,497,31,<5,,2021-02-24
Jamestown,292,10,<5,,2021-02-24
Johnston,3996,273,160,,2021-02-24
Lincoln,2293,174,72,,2021-02-24
Little Compton,148,<5,<5,,2021-02-24
Middletown,968,54,8,,2021-02-24
Narragansett,1257,37,<5,,2021-02-24
New Shoreham,46,0,0,,2021-02-24
Newport,1551,63,8,,2021-02-24
North Kingstown,1943,116,76,,2021-02-24
North Providence,4078,305,117,,2021-02-24
North Smithfield,1200,78,58,,2021-02-24
Pawtucket,9727,609,112,,2021-02-24
Pending further information,4727,268,6,,2021-02-24
Portsmouth,1023,18,5,,2021-02-24
Providence,26792,1958,484,,2021-02-24
Richmond,288,17,0,,2021-02-24
Scituate,752,33,<5,,2021-02-24
Smithfield,2476,194,124,,2021-02-24
South Kingstown,1171,52,33,,2021-02-24
TOTAL,118421,7535,2466,,2021-02-24
Tiverton,1134,14,11,,2021-02-24
Warren,1049,71,46,,2021-02-24
Warwick,7154,458,164,,2021-02-24
West Greenwich,455,18,<5,,2021-02-24
West Warwick,2790,173,45,,2021-02-24
Westerly,1516,93,35,,2021-02-24
Woonsocket,4443,358,194,,2021-02-24
Barrington,1112,66,16,,2021-03-03
Bristol,2072,111,72,,2021-03-03
Burrillville,1680,60,64,,2021-03-03
Central Falls,4054,220,25,,2021-03-03
Charlestown,474,23,<5,,2021-03-03
Coventry,3395,208,87,,2021-03-03
Cranston,10978,671,130,,2021-03-03
Cumberland,3507,214,78,,2021-03-03
East Greenwich,1489,74,24,,2021-03-03
East Providence,4901,371,191,,2021-03-03
Exeter,460,28,7,,2021-03-03
Foster,412,14,5,,2021-03-03
Glocester,699,27,7,,2021-03-03
Hopkinton,511,31,<5,,2021-03-03
Jamestown,295,10,<5,,2021-03-03
Johnston,4063,276,161,,2021-03-03
Lincoln,2327,174,74,,2021-03-03
Little Compton,148,<5,<5,,2021-03-03
Middletown,984,54,8,,2021-03-03
Narragansett,1303,38,7,,2021-03-03
New Shoreham,46,0,0,,2021-03-03
Newport,1587,65,9,,2021-03-03
North Kingstown,1978,118,76,,2021-03-03
North Providence,4189,314,123,,2021-03-03
North Smithfield,1228,79,58,,2021-03-03
Pawtucket,9881,616,114,,2021-03-03
Pending further information,4875,278,7,,2021-03-03
Portsmouth,1048,18,5,,2021-03-03
Providence,27278,1987,494,,2021-03-03
Richmond,297,17,0,,2021-03-03
Scituate,762,33,<5,,2021-03-03
Smithfield,2643,197,126,,2021-03-03
South Kingstown,1244,52,33,,2021-03-03
TOTAL,120820,7646,2517,,2021-03-03
Tiverton,1153,14,12,,2021-03-03
Warren,1063,71,46,,2021-03-03
Warwick,7321,465,167,,2021-03-03
West Greenwich,464,18,<5,,2021-03-03
West Warwick,2839,175,47,,2021-03-03
Westerly,1554,93,35,,2021-03-03
Woonsocket,4506,364,195,,2021-03-03
Barrington,1134,67,16,1463.0,2021-03-10
Bristol,2115,114,72,1828.0,2021-03-10
Burrillville,1710,61,64,1192.0,2021-03-10
Central Falls,4081,220,25,3304.0,2021-03-10
Charlestown,488,24,<5,558.0,2021-03-10
Coventry,3455,213,92,2958.0,2021-03-10
Cranston,11186,680,132,6255.0,2021-03-10
Cumberland,3570,215,76,2942.0,2021-03-10
East Greenwich,1514,75,26,1556.0,2021-03-10
East Providence,4978,376,195,4030.0,2021-03-10
Exeter,470,30,7,518.0,2021-03-10
Foster,426,15,5,326.0,2021-03-10
Glocester,714,27,7,763.0,2021-03-10
Hopkinton,527,31,<5,642.0,2021-03-10
Jamestown,299,10,<5,438.0,2021-03-10
Johnston,4135,280,152,2374.0,2021-03-10
Lincoln,2355,175,75,2203.0,2021-03-10
Little Compton,152,<5,<5,162.0,2021-03-10
Middletown,997,54,8,1190.0,2021-03-10
Narragansett,1357,38,7,1126.0,2021-03-10
New Shoreham,47,0,0,66.0,2021-03-10
Newport,1646,65,9,1515.0,2021-03-10
North Kingstown,2024,123,75,2338.0,2021-03-10
North Providence,4260,319,122,2551.0,2021-03-10
North Smithfield,1241,80,60,1089.0,2021-03-10
Pawtucket,10023,625,114,4736.0,2021-03-10
Pending further information,4990,279,8,1136.0,2021-03-10
Portsmouth,1078,18,5,1207.0,2021-03-10
Providence,27702,2004,494,10108.0,2021-03-10
Richmond,302,17,0,589.0,2021-03-10
Scituate,775,34,<5,892.0,2021-03-10
Smithfield,2753,198,141,2181.0,2021-03-10
South Kingstown,1327,54,34,2405.0,2021-03-10
TOTAL,123087,7740,2549,82575.0,2021-03-10
Tiverton,1175,14,14,766.0,2021-03-10
Warren,1071,72,50,1008.0,2021-03-10
Warwick,7436,470,169,7443.0,2021-03-10
West Greenwich,478,19,<5,475.0,2021-03-10
West Warwick,2877,176,48,2197.0,2021-03-10
Westerly,1599,94,35,1577.0,2021-03-10
Woonsocket,4620,372,199,2468.0,2021-03-10
Barrington,1170,68,16,1923.0,2021-03-17
Bristol,2153,122,72,2259.0,2021-03-17
Burrillville,1742,64,64,1426.0,2021-03-17
Central Falls,4112,222,25,3879.0,2021-03-17
Charlestown,509,24,<5,732.0,2021-03-17
Coventry,3520,215,93,3852.0,2021-03-17
Cranston,11417,689,134,8247.0,2021-03-17
Cumberland,3664,216,78,3659.0,2021-03-17
East Greenwich,1537,77,26,1967.0,2021-03-17
East Providence,5045,383,196,5017.0,2021-03-17
Exeter,485,33,7,680.0,2021-03-17
Foster,439,15,5,408.0,2021-03-17
Glocester,732,28,7,940.0,2021-03-17
Hopkinton,541,31,<5,785.0,2021-03-17
Jamestown,302,10,<5,638.0,2021-03-17
Johnston,4187,283,153,3072.0,2021-03-17
Lincoln,2400,177,75,2746.0,2021-03-17
Little Compton,157,<5,<5,250.0,2021-03-17
Middletown,1023,54,9,1732.0,2021-03-17
Narragansett,1456,39,8,1512.0,2021-03-17
New Shoreham,50,0,0,75.0,2021-03-17
Newport,1689,69,9,2023.0,2021-03-17
North Kingstown,2098,126,76,3039.0,2021-03-17
North Providence,4350,326,122,3248.0,2021-03-17
North Smithfield,1263,83,60,1333.0,2021-03-17
Pawtucket,10134,629,115,6084.0,2021-03-17
Portsmouth,1105,19,5,1637.0,2021-03-17
Providence,28235,2031,500,12787.0,2021-03-17
Richmond,313,17,<5,744.0,2021-03-17
Scituate,797,35,<5,1136.0,2021-03-17
Smithfield,2851,198,144,2691.0,2021-03-17
South Kingstown,1483,54,34,3025.0,2021-03-17
Tiverton,1195,14,14,1054.0,2021-03-17
Warren,1081,72,51,1227.0,2021-03-17
Warwick,7576,475,169,9487.0,2021-03-17
West Greenwich,492,20,<5,610.0,2021-03-17
West Warwick,2922,179,48,2790.0,2021-03-17
Westerly,1639,98,35,1862.0,2021-03-17
Woonsocket,4720,379,203,2930.0,2021-03-17
Pending further information,5017,282,9,1531.0,2021-03-17
TOTAL,125601,7858,2576,105037.0,2021-03-17
Barrington,1190,69,16,3021.0,2021-03-24
Bristol,2202,123,73,3302.0,2021-03-24
Burrillville,1769,67,66,2039.0,2021-03-24
Central Falls,4127,225,25,4619.0,2021-03-24
Charlestown,521,24,<5,1202.0,2021-03-24
Coventry,3581,214,96,5593.0,2021-03-24
Cranston,11589,693,137,13298.0,2021-03-24
Cumberland,3735,217,78,5381.0,2021-03-24
East Greenwich,1561,77,26,2808.0,2021-03-24
East Providence,5107,380,197,7370.0,2021-03-24
Exeter,498,34,7,998.0,2021-03-24
Foster,448,15,6,632.0,2021-03-24
Glocester,758,27,7,1427.0,2021-03-24
Hopkinton,556,32,<5,1104.0,2021-03-24
Jamestown,308,10,<5,1124.0,2021-03-24
Johnston,4245,280,154,4490.0,2021-03-24
Lincoln,2441,179,75,3855.0,2021-03-24
Little Compton,159,<5,<5,477.0,2021-03-24
Middletown,1060,55,9,2630.0,2021-03-24
Narragansett,1521,41,8,2669.0,2021-03-24
New Shoreham,50,0,0,86.0,2021-03-24
Newport,1750,70,10,3169.0,2021-03-24
North Kingstown,2148,123,76,4823.0,2021-03-24
North Providence,4431,328,122,4834.0,2021-03-24
North Smithfield,1286,85,60,1998.0,2021-03-24
Pawtucket,10278,639,115,8442.0,2021-03-24
Portsmouth,1118,20,5,2564.0,2021-03-24
Providence,28706,2051,506,18716.0,2021-03-24
Richmond,323,16,<5,1052.0,2021-03-24
Scituate,818,38,5,1697.0,2021-03-24
Smithfield,2950,203,144,3862.0,2021-03-24
South Kingstown,1595,52,35,5104.0,2021-03-24
Tiverton,1230,14,14,1768.0,2021-03-24
Warren,1100,73,51,1766.0,2021-03-24
Warwick,7695,474,171,14907.0,2021-03-24
West Greenwich,502,21,<5,923.0,2021-03-24
West Warwick,2991,183,50,4249.0,2021-03-24
Westerly,1687,95,35,3018.0,2021-03-24
Woonsocket,4832,383,205,3967.0,2021-03-24
Pending further information,5120,350,10,1607.0,2021-03-24
TOTAL,127986,7982,2604,156591.0,2021-03-24
Barrington,1204,69,16,3716.0,2021-03-31
Bristol,2282,122,73,4677.0,2021-03-31
Burrillville,1803,71,66,2678.0,2021-03-31
Central Falls,4149,228,25,4877.0,2021-03-31
Charlestown,537,26,<5,1661.0,2021-03-31
Coventry,3664,217,96,7262.0,2021-03-31
Cranston,11763,697,138,16467.0,2021-03-31
Cumberland,3799,221,78,6790.0,2021-03-31
East Greenwich,1590,77,26,3506.0,2021-03-31
East Providence,5199,383,198,9734.0,2021-03-31
Exeter,514,34,7,1359.0,2021-03-31
Foster,456,17,6,829.0,2021-03-31
Glocester,778,29,7,1869.0,2021-03-31
Hopkinton,570,31,<5,1536.0,2021-03-31
Jamestown,314,11,<5,1457.0,2021-03-31
Johnston,4288,289,156,5550.0,2021-03-31
Lincoln,2451,178,75,4841.0,2021-03-31
Little Compton,160,<5,<5,709.0,2021-03-31
Middletown,1109,56,9,3304.0,2021-03-31
Narragansett,1552,41,8,3228.0,2021-03-31
New Shoreham,49,0,0,131.0,2021-03-31
Newport,1803,74,10,4061.0,2021-03-31
North Kingstown,2179,127,78,6199.0,2021-03-31
North Providence,4484,330,122,6253.0,2021-03-31
North Smithfield,1298,84,60,2586.0,2021-03-31
Pawtucket,10395,646,115,10575.0,2021-03-31
Portsmouth,1138,20,5,3390.0,2021-03-31
Providence,29119,2075,507,23525.0,2021-03-31
Richmond,335,16,<5,1438.0,2021-03-31
Scituate,837,40,5,2225.0,2021-03-31
Smithfield,3040,205,144,4961.0,2021-03-31
South Kingstown,1643,53,35,6079.0,2021-03-31
Tiverton,1261,16,14,2429.0,2021-03-31
Warren,1105,72,51,2331.0,2021-03-31
Warwick,7843,489,171,19100.0,2021-03-31
West Greenwich,514,20,<5,1229.0,2021-03-31
West Warwick,3053,185,50,5422.0,2021-03-31
Westerly,1723,100,35,4015.0,2021-03-31
Woonsocket,4928,391,207,5196.0,2021-03-31
Pending further information,2722,135,10,1674.0,2021-03-31
TOTAL,127651,7877,2613,198869.0,2021-03-31
Barrington,1228,69,16,4511.0,2021-04-07
Bristol,2364,125,73,5918.0,2021-04-07
Burrillville,1844,73,66,3427.0,2021-04-07
Central Falls,4188,230,25,5046.0,2021-04-07
Charlestown,543,26,<5,2099.0,2021-04-07
Coventry,3744,222,98,8643.0,2021-04-07
Cranston,11992,712,138,19555.0,2021-04-07
Cumberland,3899,222,77,8390.0,2021-04-07
East Greenwich,1630,77,26,4013.0,2021-04-07
East Providence,5314,393,197,11182.0,2021-04-07
Exeter,527,35,7,1723.0,2021-04-07
Foster,463,16,6,1042.0,2021-04-07
Glocester,795,29,7,2279.0,2021-04-07
Hopkinton,584,32,<5,2005.0,2021-04-07
Jamestown,318,11,<5,1915.0,2021-04-07
Johnston,4378,294,158,6798.0,2021-04-07
Lincoln,2490,180,75,5920.0,2021-04-07
Little Compton,167,<5,<5,888.0,2021-04-07
Middletown,1145,57,9,4205.0,2021-04-07
Narragansett,1574,41,8,4248.0,2021-04-07
New Shoreham,49,0,0,405.0,2021-04-07
Newport,1892,74,10,5030.0,2021-04-07
North Kingstown,2222,128,78,7717.0,2021-04-07
North Providence,4577,339,122,7683.0,2021-04-07
North Smithfield,1313,86,60,3267.0,2021-04-07
Pawtucket,10598,670,116,12834.0,2021-04-07
Portsmouth,1174,21,5,4269.0,2021-04-07
Providence,29667,2112,512,29587.0,2021-04-07
Richmond,341,17,<5,1888.0,2021-04-07
Scituate,864,41,5,2766.0,2021-04-07
Smithfield,3175,208,147,5889.0,2021-04-07
South Kingstown,1683,54,36,7732.0,2021-04-07
Tiverton,1287,17,15,3150.0,2021-04-07
Warren,1130,75,51,2861.0,2021-04-07
Warwick,8022,502,172,22044.0,2021-04-07
West Greenwich,528,20,<5,1523.0,2021-04-07
West Warwick,3148,190,51,6437.0,2021-04-07
Westerly,1751,102,34,5187.0,2021-04-07
Woonsocket,5063,396,209,6432.0,2021-04-07
Pending further information,2745,140,10,1714.0,2021-04-07
TOTAL,127651,8038,2629,242222.0,2021-04-07
Barrington,1264,70,16,5470.0,2021-04-15
Bristol,2404,129,73,6704.0,2021-04-15
Burrillville,1912,73,66,4039.0,2021-04-15
Central Falls,4245,233,25,5529.0,2021-04-15
Charlestown,555,26,<5,2492.0,2021-04-15
Coventry,3836,225,99,10092.0,2021-04-15
Cranston,12188,723,140,22826.0,2021-04-15
Cumberland,3983,228,78,9939.0,2021-04-15
East Greenwich,1662,77,26,4699.0,2021-04-15
East Providence,5422,399,197,13333.0,2021-04-15
Exeter,531,35,7,2028.0,2021-04-15
Foster,470,17,6,1229.0,2021-04-15
Glocester,811,29,7,2721.0,2021-04-15
Hopkinton,604,32,<5,2330.0,2021-04-15
Jamestown,326,12,<5,2292.0,2021-04-15
Johnston,4469,301,158,8224.0,2021-04-15
Lincoln,2537,181,75,6705.0,2021-04-15
Little Compton,175,<5,<5,1034.0,2021-04-15
Middletown,1194,57,9,4935.0,2021-04-15
Narragansett,1610,41,8,4837.0,2021-04-15
New Shoreham,49,0,0,452.0,2021-04-15
Newport,1978,78,10,6007.0,2021-04-15
North Kingstown,2269,131,78,9013.0,2021-04-15
North Providence,4660,344,122,9475.0,2021-04-15
North Smithfield,1350,89,62,3881.0,2021-04-15
Pawtucket,10810,683,116,15286.0,2021-04-15
Portsmouth,1200,22,5,5184.0,2021-04-15
Providence,30268,2149,512,38687.0,2021-04-15
Richmond,347,18,<5,2187.0,2021-04-15
Scituate,889,40,5,3252.0,2021-04-15
Smithfield,3283,208,146,6837.0,2021-04-15
South Kingstown,1748,55,36,8913.0,2021-04-15
Tiverton,1312,18,15,3715.0,2021-04-15
Warren,1149,76,52,3243.0,2021-04-15
Warwick,8183,513,177,25744.0,2021-04-15
West Greenwich,544,20,<5,1842.0,2021-04-15
West Warwick,3260,195,52,7431.0,2021-04-15
Westerly,1769,103,33,6076.0,2021-04-15
Woonsocket,5191,398,209,7908.0,2021-04-15
Pending further information,2768,142,7,1760.0,2021-04-15
TOTAL,133225,8172,2630,288351.0,2021-04-15
Barrington,1283,71,16,6044.0,2021-04-21
Bristol,2447,130,73,7249.0,2021-04-21
Burrillville,1969,75,66,4345.0,2021-04-21
Central Falls,4289,240,25,5696.0,2021-04-21
Charlestown,559,27,<5,2700.0,2021-04-21
Coventry,3920,227,99,10877.0,2021-04-21
Cranston,12375,731,140,24508.0,2021-04-21
Cumberland,4058,232,79,11158.0,2021-04-21
East Greenwich,1700,80,26,5133.0,2021-04-21
East Providence,5531,404,197,14345.0,2021-04-21
Exeter,537,35,7,2221.0,2021-04-21
Foster,490,19,6,1288.0,2021-04-21
Glocester,837,31,7,2939.0,2021-04-21
Hopkinton,615,32,<5,2475.0,2021-04-21
Jamestown,328,12,<5,2450.0,2021-04-21
Johnston,4551,305,158,8814.0,2021-04-21
Lincoln,2606,184,75,7403.0,2021-04-21
Little Compton,184,<5,<5,1129.0,2021-04-21
Middletown,1237,59,9,5426.0,2021-04-21
Narragansett,1626,41,9,5394.0,2021-04-21
New Shoreham,50,0,0,469.0,2021-04-21
Newport,2067,79,10,6486.0,2021-04-21
North Kingstown,2307,132,79,9816.0,2021-04-21
North Providence,4745,347,122,10011.0,2021-04-21
North Smithfield,1386,89,62,4202.0,2021-04-21
Pawtucket,11005,689,119,16683.0,2021-04-21
Portsmouth,1239,28,5,5681.0,2021-04-21
Providence,30822,2182,514,41522.0,2021-04-21
Richmond,354,18,<5,2387.0,2021-04-21
Scituate,908,42,5,3468.0,2021-04-21
Smithfield,3355,212,146,7292.0,2021-04-21
South Kingstown,1785,54,36,9833.0,2021-04-21
Tiverton,1351,20,15,4032.0,2021-04-21
Warren,1188,79,52,3491.0,2021-04-21
Warwick,8348,523,178,27642.0,2021-04-21
West Greenwich,556,20,<5,1983.0,2021-04-21
West Warwick,3327,201,52,8027.0,2021-04-21
Westerly,1788,105,34,6459.0,2021-04-21
Woonsocket,5297,409,213,8672.0,2021-04-21
Pending further information,2750,136,7,1825.0,2021-04-21
TOTAL,135770,8302,2651,311575.0,2021-04-21
Barrington,1299,71,16,6565.0,2021-04-28
Bristol,2496,130,73,7725.0,2021-04-28
Burrillville,2008,76,68,4695.0,2021-04-28
Central Falls,4324,240,25,6235.0,2021-04-28
Charlestown,569,29,<5,2885.0,2021-04-28
Coventry,3969,234,99,11842.0,2021-04-28
Cranston,12520,741,142,26555.0,2021-04-28
Cumberland,4125,234,79,12026.0,2021-04-28
East Greenwich,1726,82,26,5604.0,2021-04-28
East Providence,5621,413,197,15363.0,2021-04-28
Exeter,542,36,7,2449.0,2021-04-28
Foster,491,18,6,1358.0,2021-04-28
Glocester,859,32,7,3212.0,2021-04-28
Hopkinton,625,33,<5,2641.0,2021-04-28
Jamestown,332,11,<5,2609.0,2021-04-28
Johnston,4644,305,158,9523.0,2021-04-28
Lincoln,2658,189,75,8002.0,2021-04-28
Little Compton,187,<5,<5,1219.0,2021-04-28
Middletown,1286,62,9,5925.0,2021-04-28
Narragansett,1644,41,9,5789.0,2021-04-28
New Shoreham,50,0,0,535.0,2021-04-28
Newport,2147,81,10,7077.0,2021-04-28
North Kingstown,2338,132,79,10675.0,2021-04-28
North Providence,4821,348,125,10988.0,2021-04-28
North Smithfield,1405,91,62,4507.0,2021-04-28
Pawtucket,11154,695,120,18610.0,2021-04-28
Portsmouth,1260,31,5,6207.0,2021-04-28
Providence,31251,2221,518,45007.0,2021-04-28
Richmond,361,18,<5,2558.0,2021-04-28
Scituate,920,42,5,3719.0,2021-04-28
Smithfield,3425,215,146,7806.0,2021-04-28
South Kingstown,1824,55,36,10571.0,2021-04-28
Tiverton,1391,20,15,4381.0,2021-04-28
Warren,1205,80,52,3746.0,2021-04-28
Warwick,8441,528,181,29862.0,2021-04-28
West Greenwich,564,20,<5,2153.0,2021-04-28
West Warwick,3392,203,53,8744.0,2021-04-28
Westerly,1815,109,34,6899.0,2021-04-28
Woonsocket,5411,415,213,9422.0,2021-04-28
Pending further information,2665,133,0,1921.0,2021-04-28
TOTAL,137765,8416,2660,337610.0,2021-04-28
Barrington,1315,74,16,7455.0,2021-05-05
Bristol,2532,133,73,8497.0,2021-05-05
Burrillville,2029,77,69,5163.0,2021-05-05
Central Falls,4368,243,25,6443.0,2021-05-05
Charlestown,575,30,<5,3113.0,2021-05-05
Coventry,4035,238,99,13196.0,2021-05-05
Cranston,12625,747,142,29984.0,2021-05-05
Cumberland,4169,235,80,13227.0,2021-05-05
East Greenwich,1742,82,27,6223.0,2021-05-05
East Providence,5671,422,197,17001.0,2021-05-05
Exeter,549,36,7,2716.0,2021-05-05
Foster,502,19,6,1517.0,2021-05-05
Glocester,881,33,7,3538.0,2021-05-05
Hopkinton,629,35,<5,2876.0,2021-05-05
Jamestown,336,12,<5,2847.0,2021-05-05
Johnston,4682,310,159,10646.0,2021-05-05
Lincoln,2695,192,75,8832.0,2021-05-05
Little Compton,191,<5,<5,1353.0,2021-05-05
Middletown,1312,64,9,6540.0,2021-05-05
Narragansett,1658,42,9,6293.0,2021-05-05
New Shoreham,50,0,0,579.0,2021-05-05
Newport,2206,84,10,7731.0,2021-05-05
North Kingstown,2365,134,79,11762.0,2021-05-05
North Providence,4861,354,125,12110.0,2021-05-05
North Smithfield,1412,91,63,4940.0,2021-05-05
Pawtucket,11263,701,121,21057.0,2021-05-05
Portsmouth,1279,31,6,6918.0,2021-05-05
Providence,31637,2248,523,50445.0,2021-05-05
Richmond,369,19,<5,2770.0,2021-05-05
Scituate,934,42,5,4149.0,2021-05-05
Smithfield,3517,218,146,8617.0,2021-05-05
South Kingstown,1846,55,37,11482.0,2021-05-05
Tiverton,1413,20,15,4855.0,2021-05-05
Warren,1216,81,53,4144.0,2021-05-05
Warwick,8551,533,181,33196.0,2021-05-05
West Greenwich,572,21,<5,2364.0,2021-05-05
West Warwick,3437,205,53,9840.0,2021-05-05
Westerly,1836,111,34,7577.0,2021-05-05
Woonsocket,5522,420,214,10490.0,2021-05-05
Pending further information,2638,124,0,2034.0,2021-05-05
