school,lea,type,new_student_cases_low,new_student_cases_high,new_student_cases_avg,total_student_cases_low,total_student_cases_high,total_student_cases_avg,new_staff_cases_low,new_staff_cases_high,new_staff_cases_avg,total_staff_cases_low,total_staff_cases_high,total_staff_cases_avg,date
Samuel Slater Middle School,Pawtucket,virtual,0,0,0.0,35,39,37.0,0,0,0.0,0,0,0.0,2021-02-17
William E Tolman Senior High School,Pawtucket,virtual,0,0,0.0,50,54,52.0,0,0,0.0,0,0,0.0,2021-02-17
Howard Hathaway School,Portsmouth,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-17
Melville Elementary School,Portsmouth,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
Portsmouth High School,Portsmouth,virtual,0,0,0.0,30,34,32.0,0,0,0.0,0,0,0.0,2021-02-17
Portsmouth Middle School,Portsmouth,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-17
Bradley School North,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
"CHILD, Inc., Centerville Road",Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
Community Preparatory School,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
Cornerstone School,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
Day Spring Christian Academy,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
East Side Nursery School,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
Eleanor Briggs School,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
Greenville Nursery School,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
Harmony Hill School,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
Henry Barnard School,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
High Road School of Providence,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
Hope Street School,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
Kid's Kingdom,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
Lincoln School,Private Schools,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-17
Meeting Street School,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
Middlebridge School,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
Montessori Centre of Barrington,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
Moses Brown School,Private Schools,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-17
Mount Pleasant Academy,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
Ocean State Academy,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
Ocean State Montessori School,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
Pathways Strategic Teaching Center(Coventry),Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
Pathways Strategic Teaching Center(Warwick),Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
Portsmouth Abbey School,Private Schools,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-17
Providence Country Day School,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
Rocky Hill School,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
San Miguel School,Private Schools,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-17
Sargent Rehabilitation Center,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
School One,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
Sophia Academy,Private Schools,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-17
St. Andrew's School,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
St. George's School,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
St. Mary's Home for Children/George N. Hunt Campus School,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
St. Michael's Country Day School,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
St. Patrick's School,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
The Bradley School,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
The Croft School,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
The French-American School of RI,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
The Genesis Daycare Center,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
The Gordon School,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
"The Groden Center, Inc.",Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
The Pennfield School,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
The Providence Center School,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
The Tides School - West Warwick,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
The Wheeler School,Private Schools,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-17
The Wolf School,Private Schools,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
Trinity Christian Academy,Private Schools,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-17
360 High School,Providence,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-17
Alan Shawn Feinstein Elementary at Broad Street,Providence,virtual,0,0,0.0,15,19,17.0,0,0,0.0,0,0,0.0,2021-02-17
Alfred Lima Sr. Elementary School,Providence,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-17
Anthony Carnevale Elementary School,Providence,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-17
Asa Messer Elementary School,Providence,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-17
Carl G. Lauro Elementary School,Providence,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-17
Central High School,Providence,virtual,0,0,0.0,45,49,47.0,0,0,0.0,0,0,0.0,2021-02-17
Charles N. Fortes Elementary School,Providence,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-17
Classical High School,Providence,virtual,0,0,0.0,35,39,37.0,0,0,0.0,0,0,0.0,2021-02-17
Dr. Jorge Alvarez High School,Providence,virtual,0,0,0.0,25,29,27.0,0,0,0.0,0,0,0.0,2021-02-17
"Dr. Martin Luther King, Jr. Elementary School",Providence,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-17
E-Cubed Academy,Providence,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-17
Esek Hopkins Middle School,Providence,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-17
Frank D. Spaziano Elementary School,Providence,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-17
Frank D. Spaziano Elementary School Annex,Providence,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
George J. West Elementary School,Providence,virtual,0,0,0.0,15,19,17.0,0,0,0.0,0,0,0.0,2021-02-17
Gilbert Stuart Middle School,Providence,virtual,0,0,0.0,20,24,22.0,0,0,0.0,0,0,0.0,2021-02-17
Governor Christopher DelSesto Middle School,Providence,virtual,0,0,0.0,30,34,32.0,0,0,0.0,0,0,0.0,2021-02-17
Harry Kizirian Elementary School,Providence,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-17
Highlander Charter School/Mariposa Center@Meeting St.School,Providence,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
Hope High School,Providence,virtual,0,0,0.0,35,39,37.0,0,0,0.0,0,0,0.0,2021-02-17
Leviton Dual Language School,Providence,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-17
Lillian Feinstein Elementary Sackett Street,Providence,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-17
Love 4 All Childcare Center,Providence,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
Mary E. Fogarty Elementary School,Providence,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-17
Mount Pleasant High School,Providence,virtual,0,0,0.0,35,39,37.0,0,0,0.0,0,0,0.0,2021-02-17
Nathan Bishop Middle School,Providence,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-17
Nathanael Greene Middle School (Providence),Providence,virtual,0,0,0.0,30,34,32.0,0,0,0.0,0,0,0.0,2021-02-17
Pleasant View School,Providence,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-17
Providence Career and Technical Academy,Providence,virtual,0,0,0.0,25,29,27.0,0,0,0.0,0,0,0.0,2021-02-17
Providence Virtual Learning Academy,Providence,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
Reservoir Avenue School,Providence,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-17
Robert F. Kennedy Elementary School,Providence,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-17
Robert L Bailey IV Elementary School,Providence,virtual,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2021-02-17
Roger Williams Middle School,Providence,virtual,0,0,0.0,25,29,27.0,0,0,0.0,0,0,0.0,2021-02-17
The Sgt. Cornel Young Jr & Charlotte Woods Elementary School @ The B. Jae Clanton Complex,Providence,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-17
Times2 Elementary School,Providence,virtual,0,0,0.0,10,14,12.0,0,0,0.0,0,0,0.0,2021-02-17
Times2 Middle/High School,Providence,virtual,0,0,0.0,15,19,17.0,0,0,0.0,0,0,0.0,2021-02-17
Vartan Gregorian Elementary School,Providence,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-17
Veazie Street School,Providence,virtual,0,0,0.0,15,19,17.0,0,0,0.0,0,0,0.0,2021-02-17
Webster Avenue School,Providence,virtual,0,0,0.0,5,9,7.0,0,0,0.0,0,0,0.0,2021-02-17
